,Unnamed: 0,date,location,text
9537,2386,05-07-2020 05:58,"Chennai, India","RT @Vijayabaskarofl: Health Secretary, Director of Medical Education, @TNDME1, Dean,RMO, officials from @gmcomandurar met me in my office y…"
9538,2387,05-07-2020 05:57,"Vishakhapatnam, India","RT @drharshvardhan: As a result of coordinated steps taken by @MoHFW_INDIA along with States/UTs for containment &amp; management of #COVID-19,…"
9539,2388,05-07-2020 05:57,India,RT @SharatB: Hello ! Urgently Need plasma for a A+ blood group from a #Covid recovered patient who has been treated and has been corona neg…
9540,2389,05-07-2020 05:57,"Hyderabad, India","District Overview on #Covid-19 from our correspondent- #Siddipet @Collector_SDPT 

https://t.co/U8etKb5VyU"
9541,2390,05-07-2020 05:55,"Bengaluru, India","RT @ChennaiIPL: A big #WhistlePodu for the real Supermen and Wonder Women who give their everything day in and day out.

The Medics to the…"
9542,2391,05-07-2020 05:55,"Faridabad, India","RT @drharshvardhan: As a result of coordinated steps taken by @MoHFW_INDIA along with States/UTs for containment &amp; management of #COVID-19,…"
9543,2392,05-07-2020 05:55,"New Delhi, India",We need to get our vitamin D levels tested. Many of us would likely be deficient. #COVID #COVID19 #Covid_19… https://t.co/JERdipWPy0
9544,2393,05-07-2020 05:55,India,"China bids Pak Foreign Minister speedy recovery as he moves to #Rawalpindi for COVID-19 treatment
.
.
.
#COVID… https://t.co/TNEjFnjGYi"
9545,2394,05-07-2020 05:54,India,RT @PrabhuChawla: #COVID-19: Euthanise beast of exaggeration- The New Indian Express. Expose those promoting Nemesis of Numbers. Bharat is…
9546,2395,05-07-2020 05:53,"Varanasi, India",RT @amitabhk87: The high tests per million being undertaken now in Delhi must be emulated by other states. This is critical. States must be…
9547,2396,05-07-2020 05:53,"Chennai, India",The continuous lockdown has crippled the financial reserves of #TamilNadu. The State is unable to dispatch the spec… https://t.co/AxzTKCDwdt
9548,2397,05-07-2020 05:52,India,"RT @DrJawahars: This is painful!!
A ‘negative’ #COVID test result doesn’t always exclude infection.
The sensitivity &amp;specificity of the RT-…"
9549,2398,05-07-2020 05:51,"Mumbai, India",RT @SharatB: Hello ! Urgently Need plasma for a A+ blood group from a #Covid recovered patient who has been treated and has been corona neg…
9550,2399,05-07-2020 05:50,India,2 UP Ministers test COVID-19 positive #UPMinisters #COVID-19positive https://t.co/Q08kppwxDx
9551,2400,05-07-2020 05:50,"Roorkee, India","RT @ShefVaidya: Exactly what Maharashtra needs right now, as the #Covid outbreak is spreading! Not hospital beds, not ventilators, not sala…"
9552,2401,05-07-2020 05:50,"Hyderabad, India","RT @xpressandhra: Senior citizen's #death: #Police to question #doctors, staff of #COVID-19 hospital https://t.co/fKg5ciPM7f via @NewIndian…"
9553,2402,05-07-2020 05:50,"Pune, India","RT @ndtv: Delhi LG Anil Baijal inaugurated the 10,000-bed Sardar Patel #COVID care centre, the ""largest"" of its kind in the world, at Radha…"
9554,2403,05-07-2020 05:49,India,RT @SharatB: Hello ! Urgently Need plasma for a A+ blood group from a #Covid recovered patient who has been treated and has been corona neg…
9555,2404,05-07-2020 05:48,"Chennai, India","My story today- Death reconciliation committee submits report to #TNGovt. 
Sources in health dept &amp; DPH say that re… https://t.co/HoLpnXeRsV"
9556,2405,05-07-2020 05:48,"Ludhiana, India","RT @ndtv: Delhi LG Anil Baijal inaugurated the 10,000-bed Sardar Patel #COVID care centre, the ""largest"" of its kind in the world, at Radha…"
9557,2406,05-07-2020 05:47,India,MAGIC Exercise - Health in 5 minutes. Keeps away people from Diseases an... https://t.co/jReqivkugC via @YouTube… https://t.co/yRpJeTmzM2
9558,2407,05-07-2020 05:46,"New Delhi, India",RT @SharatB: Hello ! Urgently Need plasma for a A+ blood group from a #Covid recovered patient who has been treated and has been corona neg…
9559,2408,05-07-2020 05:46,"New Delhi, India",RT @SharatB: Hello ! Urgently Need plasma for a A+ blood group from a #Covid recovered patient who has been treated and has been corona neg…
9560,2409,05-07-2020 05:46,"Chennai, India","RT @shyamsek: The death of print &amp; paper is now going to be fast tracked like never before. Pricing businesses dependent on printing, writi…"
9561,2410,05-07-2020 05:46,"Ballia, India",RT @SharatB: Hello ! Urgently Need plasma for a A+ blood group from a #Covid recovered patient who has been treated and has been corona neg…
9562,2411,05-07-2020 05:45,"Gurgaon, India","RT @parimmalksinha: #COVID: Highest number of 24,850 new cases and  613 deaths reported in last 24 hours. 

Total COVID19 cases : 6,73,165…"
9563,2412,05-07-2020 05:45,"New Delhi, India","RT @IndiaToday: Take a look at how India ranks in terms of #Covid tests per million population.
#Coronavirus LIVE updates: https://t.co/55o…"
9564,2413,05-07-2020 05:45,"Bhadrak, India",RT @SharatB: Hello ! Urgently Need plasma for a A+ blood group from a #Covid recovered patient who has been treated and has been corona neg…
9565,2414,05-07-2020 05:44,"Balaghat, India","RT @COVIDNewsByMIB: #IndiaFightsCorona:

📍Steps to take when #COVID cases occur in offices

↗️In general, staff showing flu-like illness sh…"
9566,2415,05-07-2020 05:44,India,"guys, you all need to watch/hear this doc...i think he is making sense #CoronavirusIndia #coronavirus #COVID 

https://t.co/3vw0FfhiZA"
9567,2416,05-07-2020 05:43,India,WHO ending hydroxycholorquine trial for COVID #WHO #hydroxycholorquinetrial #COVID https://t.co/efH60Z3u80
9568,2417,05-07-2020 05:42,"Danapur, India",RT @SharatB: Hello ! Urgently Need plasma for a A+ blood group from a #Covid recovered patient who has been treated and has been corona neg…
9569,2418,05-07-2020 05:42,India,"RT @parienda: My logic , With so #MumbaiRains the entire city will be cleaned and sanitize , So I think #covid will decrease"
9570,2419,05-07-2020 05:42,"Coimbatore, India",RT @SharatB: Hello ! Urgently Need plasma for a A+ blood group from a #Covid recovered patient who has been treated and has been corona neg…
9571,2420,05-07-2020 05:42,"Jaipur, India","RT @IndiaToday: Take a look at how India ranks in terms of #Covid tests per million population.
#Coronavirus LIVE updates: https://t.co/55o…"
9572,2421,05-07-2020 05:42,"Mumbai, India ",RT @SharatB: Hello ! Urgently Need plasma for a A+ blood group from a #Covid recovered patient who has been treated and has been corona neg…
9573,2422,05-07-2020 05:41,India,RT @SharatB: Hello ! Urgently Need plasma for a A+ blood group from a #Covid recovered patient who has been treated and has been corona neg…
9574,2423,05-07-2020 05:41,"Jaipur, India",RT @SharatB: Hello ! Urgently Need plasma for a A+ blood group from a #Covid recovered patient who has been treated and has been corona neg…
9575,2424,05-07-2020 05:40,"Kalaburagi, India","RT @MiraskarRavi: #Covid Pandemic

India statistics as on July-5 @8Am

@KarnatakaVarthe 
@Kalaburgivarthe 
@DHFWKA 
@csogok 
@iaspankajpand…"
9576,2425,05-07-2020 05:40,"New Delhi, India","RT @ShefVaidya: Exactly what Maharashtra needs right now, as the #Covid outbreak is spreading! Not hospital beds, not ventilators, not sala…"
9577,2426,05-07-2020 05:40,India,RT @amitabhk87: The high tests per million being undertaken now in Delhi must be emulated by other states. This is critical. States must be…
9578,2427,05-07-2020 05:39,"Bengaluru, India","RT @ndtv: Delhi LG Anil Baijal inaugurated the 10,000-bed Sardar Patel #COVID care centre, the ""largest"" of its kind in the world, at Radha…"
9579,2428,05-07-2020 05:39,India,"Take a look at how India ranks in terms of #Covid tests per million population.
#Coronavirus LIVE updates:… https://t.co/copWj3cKv4"
9580,2429,05-07-2020 05:38,"Vadodara, Gujarat, India","There will be no darkness in life, When there is the ray of light of your blessing and teachings.
Happy Guru Purnim… https://t.co/Nd37WWtSxn"
9581,2430,05-07-2020 05:37,"Hyderabad, India",RT @amitabhk87: The high tests per million being undertaken now in Delhi must be emulated by other states. This is critical. States must be…
9582,2431,05-07-2020 05:36,"Balaghat, India","RT @PIB_India: Dhanvantri Rath: Taking Non-#COVID healthcare services to peoples’ doorsteps in Ahmedabad.

120 Dhanvantri Raths (vans) acro…"
9583,2432,05-07-2020 05:35,"Hyderabad, India",RT @amitabhk87: The high tests per million being undertaken now in Delhi must be emulated by other states. This is critical. States must be…
9584,2433,05-07-2020 05:35,"Chennai, India",RT @sumanthraman: Vaccine devlopmnt takes time bcos of stringent processes &amp;necessary safeguards.Bcos 1 woman can deliver a baby in 9 month…
9585,2434,05-07-2020 05:34,"Lucknow, India","RT @ShefVaidya: Exactly what Maharashtra needs right now, as the #Covid outbreak is spreading! Not hospital beds, not ventilators, not sala…"
9586,2435,05-07-2020 05:34,"Balaghat, India","RT @MoHFW_INDIA: Diagnosis &amp; treatment of #Malaria is a Non-#COVID essential service, available free of cost at all Non-#COVID Government h…"
9587,2436,05-07-2020 05:33,India,RT @amitabhk87: The high tests per million being undertaken now in Delhi must be emulated by other states. This is critical. States must be…
9588,2437,05-07-2020 05:33,"West Bengal, India","RT @the_hindu: In #India, 60% of #COVID-19 patients had at least one ‘co-morbidity’ and nearly 78% of them were under 50, says data from ID…"
9589,2438,05-07-2020 05:32,India,RT @amitabhk87: The high tests per million being undertaken now in Delhi must be emulated by other states. This is critical. States must be…
9590,2439,05-07-2020 05:32,India,RT @IExpressSports: Khabib Nurmagomedov's father had been battling #Covid-19 for several months and his condition worsened over the last fe…
9591,2440,05-07-2020 05:32," Karnataka, India",@AskAnshul I don't agree with u ..our education minister worked so hard and planned for SSLC exams..#Covid cases due to past contact history
9592,2441,05-07-2020 05:31,"Pune, Maharashtra, India","RT @CarnationEvent1: We organize special theme #birthday at your home as your child want to celebrate...😍😘🤩
.
.
.
.
#carnationevents🎉 #even…"
9593,2442,05-07-2020 05:30,"India,Bihar","RT @the_hindu: In #India, 60% of #COVID-19 patients had at least one ‘co-morbidity’ and nearly 78% of them were under 50, says data from ID…"
9594,2443,05-07-2020 05:30,India,"After #TamilNadu has crossed the 1 lakh mark in terms of #Covid cases, a 12 hour #Lockdown has been imposed in 4 ci… https://t.co/e1P6cENSv3"
9595,2444,05-07-2020 05:30,India,RT @amitabhk87: The high tests per million being undertaken now in Delhi must be emulated by other states. This is critical. States must be…
9596,2445,05-07-2020 05:30,"New Delhi, India","According to the #MarkNtel Advisors' research report, the #CAGR of ""Global Flavoured and Functional Water Hydration… https://t.co/6EvWuvDc9Q"
9597,2446,05-07-2020 05:30,"Chennai, India","In #India, 60% of #COVID-19 patients had at least one ‘co-morbidity’ and nearly 78% of them were under 50, says dat… https://t.co/7Na5Ra4HST"
9598,2447,05-07-2020 05:29,"Hyderabad, India","RT @afwa_online: Kerala #AlluArjun fans honoured students who grabbed high grades in SSLC examination

Congratulations to the future leader…"
9599,2448,05-07-2020 05:28,India,RT @DeccanHerald: A top science institute in the country on Sunday strongly criticised the @ICMRDELHI for setting up a target of 42 days to…
9600,2449,05-07-2020 05:27,"New Delhi, India",RT @amitabhk87: The high tests per million being undertaken now in Delhi must be emulated by other states. This is critical. States must be…
9601,2450,05-07-2020 05:27,"Hyderabad, India","RT @MuthireddyGaya3: With 19k confirmed #covid cases #karnataka announces 33 hour long lockdown. 

With 20k confirmed cases for least tests…"
9602,2451,05-07-2020 05:27,"Lucknow, India",RT @amitabhk87: The high tests per million being undertaken now in Delhi must be emulated by other states. This is critical. States must be…
9603,2452,05-07-2020 05:27,India,"RT @shyamsek: The death of print &amp; paper is now going to be fast tracked like never before. Pricing businesses dependent on printing, writi…"
9604,2453,05-07-2020 05:26,"Hyderabad, India","RT @MuthireddyGaya3: With 19k confirmed #covid cases #karnataka announces 33 hour long lockdown. 

With 20k confirmed cases for least tests…"
9605,2454,05-07-2020 05:26,"Mumbai, India","RT @ndtv: Delhi LG Anil Baijal inaugurated the 10,000-bed Sardar Patel #COVID care centre, the ""largest"" of its kind in the world, at Radha…"
9606,2455,05-07-2020 05:25,"New Delhi, India","#COVID: Highest number of 24,850 new cases and  613 deaths reported in last 24 hours. 

Total COVID19 cases : 6,73,… https://t.co/57tONKUHKe"
9607,2456,05-07-2020 05:25,"Hyderabad, India","With 19k confirmed #covid cases #karnataka announces 33 hour long lockdown. 

With 20k confirmed cases for least te… https://t.co/YRdijLXA0z"
9608,2457,05-07-2020 05:25,India,"As many as 19 districts, excluding Bengaluru which recorded six short of 1,000 cases on Friday, have reported new… https://t.co/Po8u4nFHsa"
9609,2458,05-07-2020 05:25,India,RT @amitabhk87: The high tests per million being undertaken now in Delhi must be emulated by other states. This is critical. States must be…
9610,2459,05-07-2020 05:24,"Mumbai, India","RT @shyamsek: The death of print &amp; paper is now going to be fast tracked like never before. Pricing businesses dependent on printing, writi…"
9611,2460,05-07-2020 05:24,"New Delhi, India","RT @art_ankush: Urgently need #plasma for #COVIDー19 patient @ Balaji hospital Paschim Vihar, Delhi. Any leads will be helpful @dilipkpandey…"
9612,2461,05-07-2020 05:24,India,A top science institute in the country on Sunday strongly criticised the @ICMRDELHI for setting up a target of 42 d… https://t.co/ifg5lFVtt3
9613,2462,05-07-2020 05:23,"Bengaluru, India","RT @NANDANPRATIM: Dangerous! Complete violation of social distancing at Juria, #Assam. Several thousands people gathered at a funeral funct…"
9614,2463,05-07-2020 05:23,India,"RT @DailyO_: Why we need to be ethical in the race for #Covid #vaccine | @dineshcsharma 
https://t.co/Y5M869FQGn"
9615,2464,05-07-2020 05:22,"Gurgaon, India","The New normal life.
.
.
.
.
.
#mask #covid #facemask #coronavirus #masks #skincare #art #masker #corona #stayhome… https://t.co/uLr8967uiY"
9616,2465,05-07-2020 05:21,India,"Covid-19 deaths in Britain rise to 44,198 #Covid-19deaths #Britain https://t.co/b1Gpqa2tvv"
9617,2466,05-07-2020 05:21,India,"""The #Covid-19 wards in Victoria Hospital are high-strung and engulfed in a flurry of activity. The hospital has ch… https://t.co/OaQgnwj3zr"
9618,2467,05-07-2020 05:20,"Noida, India","RT @ShefVaidya: Exactly what Maharashtra needs right now, as the #Covid outbreak is spreading! Not hospital beds, not ventilators, not sala…"
